"Town/County","FIPS","Year","Measure Type","Variable","Value"
"Berlin","0900304300","1995","Number","Demolitions",2
"Berlin","0900304300","1996","Number","Demolitions",0
"Berlin","0900304300","1997","Number","Demolitions",2
"Berlin","0900304300","1998","Number","Demolitions",1
"Berlin","0900304300","1999","Number","Demolitions",2
"Berlin","0900304300","2000","Number","Demolitions",5
"Berlin","0900304300","2001","Number","Demolitions",1
"Berlin","0900304300","2002","Number","Demolitions",0
"Berlin","0900304300","2003","Number","Demolitions",0
"Berlin","0900304300","2004","Number","Demolitions",0
"Berlin","0900304300","2005","Number","Demolitions",0
"Berlin","0900304300","2006","Number","Demolitions",0
"Berlin","0900304300","2007","Number","Demolitions",0
"Berlin","0900304300","2008","Number","Demolitions",0
"Berlin","0900304300","2009","Number","Demolitions",0
"Berlin","0900304300","2010","Number","Demolitions",1
"Berlin","0900304300","2011","Number","Demolitions",6
"Berlin","0900304300","2012","Number","Demolitions",5
"Berlin","0900304300","2013","Number","Demolitions",2
"Berlin","0900304300","2014","Number","Demolitions",4
"Berlin","0900304300","2015","Number","Demolitions",5
"Berlin","0900304300","2016","Number","Demolitions",1
"Bethany","0900904580","1990","Number","Demolitions",0
"Bethany","0900904580","1991","Number","Demolitions",0
"Bethany","0900904580","1992","Number","Demolitions",0
"Bethany","0900904580","1993","Number","Demolitions",0
"Bethany","0900904580","1994","Number","Demolitions",0
"Bethany","0900904580","1995","Number","Demolitions",0
"Bethany","0900904580","1996","Number","Demolitions",0
"Bethany","0900904580","1997","Number","Demolitions",0
"Bethany","0900904580","1998","Number","Demolitions",0
"Bethany","0900904580","1999","Number","Demolitions",0
"Bethany","0900904580","2000","Number","Demolitions",1
"Bethany","0900904580","2001","Number","Demolitions",0
"Bethany","0900904580","2002","Number","Demolitions",0
"Bethany","0900904580","2003","Number","Demolitions",1
"Bethany","0900904580","2004","Number","Demolitions",0
"Bethany","0900904580","2005","Number","Demolitions",1
"Bethany","0900904580","2006","Number","Demolitions",0
"Bethany","0900904580","2007","Number","Demolitions",4
"Bethany","0900904580","2008","Number","Demolitions",1
"Bethany","0900904580","2009","Number","Demolitions",1
"Bethany","0900904580","2010","Number","Demolitions",0
"Bethany","0900904580","2011","Number","Demolitions",0
"Bethany","0900904580","2012","Number","Demolitions",1
"Bethany","0900904580","2013","Number","Demolitions",0
"Bethany","0900904580","2014","Number","Demolitions",2
"Bethany","0900904580","2015","Number","Demolitions",0
"Bethany","0900904580","2016","Number","Demolitions",0
"Bethel","0900104720","1990","Number","Demolitions",0
"Bethel","0900104720","1991","Number","Demolitions",3
"Bethel","0900104720","1992","Number","Demolitions",4
"Bethel","0900104720","1993","Number","Demolitions",1
"Bethel","0900104720","1994","Number","Demolitions",0
"Bethel","0900104720","1995","Number","Demolitions",2
"Bethel","0900104720","1996","Number","Demolitions",0
"Bethel","0900104720","1997","Number","Demolitions",6
"Bethel","0900104720","1998","Number","Demolitions",1
"Bethel","0900104720","1999","Number","Demolitions",1
"Bethel","0900104720","2000","Number","Demolitions",23
"Bethel","0900104720","2001","Number","Demolitions",1
"Bethel","0900104720","2002","Number","Demolitions",1
"Bethel","0900104720","2003","Number","Demolitions",3
"Bethel","0900104720","2004","Number","Demolitions",3
"Bethel","0900104720","2005","Number","Demolitions",5
"Bethel","0900104720","2006","Number","Demolitions",2
"Bethel","0900104720","2007","Number","Demolitions",2
"Bethel","0900104720","2008","Number","Demolitions",2
"Bethel","0900104720","2009","Number","Demolitions",2
"Bethel","0900104720","2010","Number","Demolitions",0
"Bethel","0900104720","2011","Number","Demolitions",1
"Bethel","0900104720","2012","Number","Demolitions",2
"Bethel","0900104720","2013","Number","Demolitions",2
"Bethel","0900104720","2014","Number","Demolitions",4
"Bethel","0900104720","2015","Number","Demolitions",1
"Bethel","0900104720","2016","Number","Demolitions",0
"Bethlehem","0900504930","1990","Number","Demolitions",0
"Bethlehem","0900504930","1991","Number","Demolitions",0
"Bethlehem","0900504930","1992","Number","Demolitions",0
"Bethlehem","0900504930","1993","Number","Demolitions",0
"Bethlehem","0900504930","1994","Number","Demolitions",1
"Bethlehem","0900504930","1995","Number","Demolitions",0
"Bethlehem","0900504930","1996","Number","Demolitions",0
"Bethlehem","0900504930","1997","Number","Demolitions",0
"Bethlehem","0900504930","1998","Number","Demolitions",0
"Bethlehem","0900504930","1999","Number","Demolitions",0
"Bethlehem","0900504930","2000","Number","Demolitions",0
"Bethlehem","0900504930","2001","Number","Demolitions",2
"Bethlehem","0900504930","2002","Number","Demolitions",0
"Bethlehem","0900504930","2003","Number","Demolitions",3
"Bethlehem","0900504930","2004","Number","Demolitions",0
"Bethlehem","0900504930","2005","Number","Demolitions",0
"Bethlehem","0900504930","2006","Number","Demolitions",1
"Bethlehem","0900504930","2007","Number","Demolitions",0
"Bethlehem","0900504930","2008","Number","Demolitions",2
"Bethlehem","0900504930","2009","Number","Demolitions",0
"Bethlehem","0900504930","2010","Number","Demolitions",0
"Bethlehem","0900504930","2011","Number","Demolitions",0
"Bethlehem","0900504930","2012","Number","Demolitions",0
"Bethlehem","0900504930","2013","Number","Demolitions",0
"Bethlehem","0900504930","2014","Number","Demolitions",0
"Bethlehem","0900504930","2015","Number","Demolitions",0
"Bethlehem","0900504930","2016","Number","Demolitions",0
"Bloomfield","0900305910","1990","Number","Demolitions",2
"Bloomfield","0900305910","1991","Number","Demolitions",9
"Bloomfield","0900305910","1992","Number","Demolitions",16
"Bloomfield","0900305910","1993","Number","Demolitions",2
"Bloomfield","0900305910","1994","Number","Demolitions",6
"Bloomfield","0900305910","1995","Number","Demolitions",1
"Bloomfield","0900305910","1996","Number","Demolitions",1
"Bloomfield","0900305910","1997","Number","Demolitions",0
"Bloomfield","0900305910","1998","Number","Demolitions",2
"Bloomfield","0900305910","1999","Number","Demolitions",4
"Bloomfield","0900305910","2000","Number","Demolitions",2
"Bloomfield","0900305910","2001","Number","Demolitions",7
"Bloomfield","0900305910","2002","Number","Demolitions",2
"Bloomfield","0900305910","2003","Number","Demolitions",3
"Bloomfield","0900305910","2004","Number","Demolitions",3
"Bloomfield","0900305910","2005","Number","Demolitions",1
"Bloomfield","0900305910","2006","Number","Demolitions",1
"Bloomfield","0900305910","2007","Number","Demolitions",7
"Bloomfield","0900305910","2008","Number","Demolitions",1
"Bloomfield","0900305910","2009","Number","Demolitions",0
"Bloomfield","0900305910","2010","Number","Demolitions",0
"Bloomfield","0900305910","2011","Number","Demolitions",3
"Bloomfield","0900305910","2012","Number","Demolitions",3
"Bloomfield","0900305910","2013","Number","Demolitions",0
"Bloomfield","0900305910","2014","Number","Demolitions",0
"Bloomfield","0900305910","2015","Number","Demolitions",2
"Bloomfield","0900305910","2016","Number","Demolitions",11
"Bolton","0901306260","1990","Number","Demolitions",0
"Bolton","0901306260","1991","Number","Demolitions",1
"Bolton","0901306260","1992","Number","Demolitions",2
"Bolton","0901306260","1993","Number","Demolitions",0
"Bolton","0901306260","1994","Number","Demolitions",2
"Bolton","0901306260","1995","Number","Demolitions",1
"Bolton","0901306260","1996","Number","Demolitions",3
"Bolton","0901306260","1997","Number","Demolitions",0
"Bolton","0901306260","1998","Number","Demolitions",1
"Bolton","0901306260","1999","Number","Demolitions",1
"Bolton","0901306260","2000","Number","Demolitions",1
"Bolton","0901306260","2001","Number","Demolitions",2
"Bolton","0901306260","2002","Number","Demolitions",0
"Bolton","0901306260","2003","Number","Demolitions",0
"Bolton","0901306260","2004","Number","Demolitions",3
"Bolton","0901306260","2005","Number","Demolitions",0
"Bolton","0901306260","2006","Number","Demolitions",0
"Bolton","0901306260","2007","Number","Demolitions",0
"Bolton","0901306260","2008","Number","Demolitions",0
"Bolton","0901306260","2009","Number","Demolitions",0
"Bolton","0901306260","2010","Number","Demolitions",0
"Bolton","0901306260","2011","Number","Demolitions",1
"Bolton","0901306260","2012","Number","Demolitions",1
"Bolton","0901306260","2013","Number","Demolitions",1
"Bolton","0901306260","2014","Number","Demolitions",3
"Bolton","0901306260","2015","Number","Demolitions",1
"Bolton","0901306260","2016","Number","Demolitions",2
"Bozrah","0901106820","1990","Number","Demolitions",1
"Bozrah","0901106820","1991","Number","Demolitions",0
"Bozrah","0901106820","1992","Number","Demolitions",0
"Bozrah","0901106820","1993","Number","Demolitions",0
"Bozrah","0901106820","1994","Number","Demolitions",0
"Bozrah","0901106820","1995","Number","Demolitions",0
"Bozrah","0901106820","1996","Number","Demolitions",0
"Bozrah","0901106820","1997","Number","Demolitions",0
"Bozrah","0901106820","1998","Number","Demolitions",0
"Bozrah","0901106820","1999","Number","Demolitions",0
"Bozrah","0901106820","2000","Number","Demolitions",0
"Bozrah","0901106820","2001","Number","Demolitions",0
"Bozrah","0901106820","2002","Number","Demolitions",0
"Bozrah","0901106820","2003","Number","Demolitions",0
"Bozrah","0901106820","2004","Number","Demolitions",0
"Bozrah","0901106820","2005","Number","Demolitions",0
"Bozrah","0901106820","2006","Number","Demolitions",1
"Bozrah","0901106820","2007","Number","Demolitions",1
"Bozrah","0901106820","2008","Number","Demolitions",0
"Bozrah","0901106820","2009","Number","Demolitions",0
"Bozrah","0901106820","2010","Number","Demolitions",0
"Bozrah","0901106820","2011","Number","Demolitions",0
"Bozrah","0901106820","2012","Number","Demolitions",0
"Bozrah","0901106820","2013","Number","Demolitions",0
"Bozrah","0901106820","2014","Number","Demolitions",0
"Bozrah","0901106820","2015","Number","Demolitions",1
"Bozrah","0901106820","2016","Number","Demolitions",0
"Branford","0900907310","1990","Number","Demolitions",4
"Branford","0900907310","1991","Number","Demolitions",1
"Branford","0900907310","1992","Number","Demolitions",0
"Branford","0900907310","1993","Number","Demolitions",3
"Branford","0900907310","1994","Number","Demolitions",10
"Branford","0900907310","1995","Number","Demolitions",4
"Branford","0900907310","1996","Number","Demolitions",2
"Branford","0900907310","1997","Number","Demolitions",21
"Branford","0900907310","1998","Number","Demolitions",13
"Branford","0900907310","1999","Number","Demolitions",10
"Branford","0900907310","2000","Number","Demolitions",11
"Branford","0900907310","2001","Number","Demolitions",3
"Branford","0900907310","2002","Number","Demolitions",28
"Branford","0900907310","2003","Number","Demolitions",14
"Branford","0900907310","2004","Number","Demolitions",8
"Branford","0900907310","2005","Number","Demolitions",13
"Branford","0900907310","2006","Number","Demolitions",10
"Branford","0900907310","2007","Number","Demolitions",20
"Branford","0900907310","2008","Number","Demolitions",9
"Branford","0900907310","2009","Number","Demolitions",10
"Branford","0900907310","2010","Number","Demolitions",18
"Branford","0900907310","2011","Number","Demolitions",7
"Branford","0900907310","2012","Number","Demolitions",14
"Branford","0900907310","2013","Number","Demolitions",25
"Branford","0900907310","2014","Number","Demolitions",18
"Branford","0900907310","2015","Number","Demolitions",11
"Branford","0900907310","2016","Number","Demolitions",13
"Bridgeport","0900108070","1990","Number","Demolitions",58
"Bridgeport","0900108070","1991","Number","Demolitions",357
"Bridgeport","0900108070","1992","Number","Demolitions",51
"Bridgeport","0900108070","1993","Number","Demolitions",175
"Bridgeport","0900108070","1994","Number","Demolitions",462
"Bridgeport","0900108070","1995","Number","Demolitions",234
"Bridgeport","0900108070","1996","Number","Demolitions",185
"Bridgeport","0900108070","1997","Number","Demolitions",199
"Bridgeport","0900108070","1998","Number","Demolitions",276
"Bridgeport","0900108070","1999","Number","Demolitions",274
"Bridgeport","0900108070","2000","Number","Demolitions",215
"Bridgeport","0900108070","2001","Number","Demolitions",117
"Bridgeport","0900108070","2002","Number","Demolitions",310
"Bridgeport","0900108070","2003","Number","Demolitions",0
"Bridgeport","0900108070","2004","Number","Demolitions",0
"Bridgeport","0900108070","2005","Number","Demolitions",115
"Bridgeport","0900108070","2006","Number","Demolitions",240
"Bridgeport","0900108070","2007","Number","Demolitions",38
"Bridgeport","0900108070","2008","Number","Demolitions",42
"Bridgeport","0900108070","2009","Number","Demolitions",34
"Bridgeport","0900108070","2010","Number","Demolitions",30
"Bridgeport","0900108070","2011","Number","Demolitions",65
"Bridgeport","0900108070","2012","Number","Demolitions",8
"Bridgeport","0900108070","2013","Number","Demolitions",41
"Bridgeport","0900108070","2014","Number","Demolitions",14
"Bridgeport","0900108070","2015","Number","Demolitions",130
"Bridgeport","0900108070","2016","Number","Demolitions",74
"Bridgewater","0900508210","1990","Number","Demolitions",1
"Bridgewater","0900508210","1991","Number","Demolitions",1
"Bridgewater","0900508210","1992","Number","Demolitions",0
"Bridgewater","0900508210","1993","Number","Demolitions",0
"Bridgewater","0900508210","1994","Number","Demolitions",0
"Bridgewater","0900508210","1995","Number","Demolitions",1
"Bridgewater","0900508210","1996","Number","Demolitions",0
"Bridgewater","0900508210","1997","Number","Demolitions",0
"Bridgewater","0900508210","1998","Number","Demolitions",1
"Bridgewater","0900508210","1999","Number","Demolitions",0
"Bridgewater","0900508210","2000","Number","Demolitions",0
"Bridgewater","0900508210","2001","Number","Demolitions",0
"Bridgewater","0900508210","2002","Number","Demolitions",0
"Bridgewater","0900508210","2003","Number","Demolitions",0
"Bridgewater","0900508210","2004","Number","Demolitions",1
"Bridgewater","0900508210","2005","Number","Demolitions",3
"Bridgewater","0900508210","2006","Number","Demolitions",1
"Bridgewater","0900508210","2007","Number","Demolitions",1
"Bridgewater","0900508210","2008","Number","Demolitions",1
"Bridgewater","0900508210","2009","Number","Demolitions",0
"Bridgewater","0900508210","2010","Number","Demolitions",0
"Bridgewater","0900508210","2011","Number","Demolitions",0
"Bridgewater","0900508210","2012","Number","Demolitions",0
"Bridgewater","0900508210","2013","Number","Demolitions",0
"Bridgewater","0900508210","2014","Number","Demolitions",0
"Bridgewater","0900508210","2015","Number","Demolitions",0
"Bridgewater","0900508210","2016","Number","Demolitions",2
"Bristol","0900308490","1990","Number","Demolitions",14
"Bristol","0900308490","1991","Number","Demolitions",0
"Bristol","0900308490","1992","Number","Demolitions",3
"Bristol","0900308490","1993","Number","Demolitions",8
"Bristol","0900308490","1994","Number","Demolitions",16
"Bristol","0900308490","1995","Number","Demolitions",10
"Bristol","0900308490","1996","Number","Demolitions",1
"Bristol","0900308490","1997","Number","Demolitions",18
"Bristol","0900308490","1998","Number","Demolitions",26
"Bristol","0900308490","1999","Number","Demolitions",59
"Bristol","0900308490","2000","Number","Demolitions",34
"Bristol","0900308490","2001","Number","Demolitions",22
"Bristol","0900308490","2002","Number","Demolitions",24
"Bristol","0900308490","2003","Number","Demolitions",34
"Bristol","0900308490","2004","Number","Demolitions",30
"Bristol","0900308490","2005","Number","Demolitions",21
"Bristol","0900308490","2006","Number","Demolitions",11
"Bristol","0900308490","2007","Number","Demolitions",9
"Bristol","0900308490","2008","Number","Demolitions",8
"Bristol","0900308490","2009","Number","Demolitions",6
"Bristol","0900308490","2010","Number","Demolitions",16
"Bristol","0900308490","2011","Number","Demolitions",0
"Bristol","0900308490","2012","Number","Demolitions",13
"Bristol","0900308490","2013","Number","Demolitions",11
"Bristol","0900308490","2014","Number","Demolitions",10
"Bristol","0900308490","2015","Number","Demolitions",22
"Bristol","0900308490","2016","Number","Demolitions",13
"Brookfield","0900108980","1990","Number","Demolitions",1
"Brookfield","0900108980","1991","Number","Demolitions",1
"Brookfield","0900108980","1992","Number","Demolitions",0
"Brookfield","0900108980","1993","Number","Demolitions",0
"Brookfield","0900108980","1994","Number","Demolitions",1
"Brookfield","0900108980","1995","Number","Demolitions",0
"Brookfield","0900108980","1996","Number","Demolitions",0
"Brookfield","0900108980","1997","Number","Demolitions",3
"Brookfield","0900108980","1998","Number","Demolitions",0
"Brookfield","0900108980","1999","Number","Demolitions",0
"Brookfield","0900108980","2000","Number","Demolitions",2
"Brookfield","0900108980","2001","Number","Demolitions",13
"Brookfield","0900108980","2002","Number","Demolitions",0
"Brookfield","0900108980","2003","Number","Demolitions",8
"Brookfield","0900108980","2004","Number","Demolitions",10
"Brookfield","0900108980","2005","Number","Demolitions",8
"Brookfield","0900108980","2006","Number","Demolitions",3
"Brookfield","0900108980","2007","Number","Demolitions",2
"Brookfield","0900108980","2008","Number","Demolitions",4
"Brookfield","0900108980","2009","Number","Demolitions",0
"Brookfield","0900108980","2010","Number","Demolitions",5
"Brookfield","0900108980","2011","Number","Demolitions",4
"Brookfield","0900108980","2012","Number","Demolitions",2
"Brookfield","0900108980","2013","Number","Demolitions",4
"Brookfield","0900108980","2014","Number","Demolitions",6
"Brookfield","0900108980","2015","Number","Demolitions",4
"Brookfield","0900108980","2016","Number","Demolitions",1
"Brooklyn","0901509190","1990","Number","Demolitions",0
"Brooklyn","0901509190","1991","Number","Demolitions",1
"Brooklyn","0901509190","1992","Number","Demolitions",0
"Brooklyn","0901509190","1993","Number","Demolitions",2
"Brooklyn","0901509190","1994","Number","Demolitions",2
"Brooklyn","0901509190","1995","Number","Demolitions",0
"Brooklyn","0901509190","1996","Number","Demolitions",0
"Brooklyn","0901509190","1997","Number","Demolitions",0
"Brooklyn","0901509190","1998","Number","Demolitions",0
"Brooklyn","0901509190","1999","Number","Demolitions",0
"Brooklyn","0901509190","2000","Number","Demolitions",0
"Brooklyn","0901509190","2001","Number","Demolitions",0
"Brooklyn","0901509190","2002","Number","Demolitions",0
"Brooklyn","0901509190","2003","Number","Demolitions",0
"Brooklyn","0901509190","2004","Number","Demolitions",0
"Brooklyn","0901509190","2005","Number","Demolitions",0
"Brooklyn","0901509190","2006","Number","Demolitions",0
"Brooklyn","0901509190","2007","Number","Demolitions",0
"Brooklyn","0901509190","2008","Number","Demolitions",0
"Brooklyn","0901509190","2009","Number","Demolitions",0
"Brooklyn","0901509190","2010","Number","Demolitions",3
"Brooklyn","0901509190","2011","Number","Demolitions",0
"Brooklyn","0901509190","2012","Number","Demolitions",7
"Brooklyn","0901509190","2013","Number","Demolitions",1
"Brooklyn","0901509190","2014","Number","Demolitions",3
"Brooklyn","0901509190","2015","Number","Demolitions",5
"Brooklyn","0901509190","2016","Number","Demolitions",4
"Burlington","0900310100","1990","Number","Demolitions",2
"Burlington","0900310100","1991","Number","Demolitions",0
"Burlington","0900310100","1992","Number","Demolitions",0
"Burlington","0900310100","1993","Number","Demolitions",0
"Burlington","0900310100","1994","Number","Demolitions",3
"Burlington","0900310100","1995","Number","Demolitions",0
"Burlington","0900310100","1996","Number","Demolitions",0
"Burlington","0900310100","1997","Number","Demolitions",3
"Burlington","0900310100","1998","Number","Demolitions",0
"Burlington","0900310100","1999","Number","Demolitions",0
"Burlington","0900310100","2000","Number","Demolitions",1
"Burlington","0900310100","2001","Number","Demolitions",1
"Burlington","0900310100","2002","Number","Demolitions",2
"Burlington","0900310100","2003","Number","Demolitions",2
"Burlington","0900310100","2004","Number","Demolitions",1
"Burlington","0900310100","2005","Number","Demolitions",1
"Burlington","0900310100","2006","Number","Demolitions",2
"Burlington","0900310100","2007","Number","Demolitions",3
"Burlington","0900310100","2008","Number","Demolitions",3
"Burlington","0900310100","2009","Number","Demolitions",4
"Burlington","0900310100","2010","Number","Demolitions",0
"Burlington","0900310100","2011","Number","Demolitions",2
"Burlington","0900310100","2012","Number","Demolitions",2
"Burlington","0900310100","2013","Number","Demolitions",6
"Burlington","0900310100","2014","Number","Demolitions",1
"Burlington","0900310100","2015","Number","Demolitions",0
"Burlington","0900310100","2016","Number","Demolitions",0
